Repository,Stars,Forks,Open Issues,Total Issues,Last Updated,Primary Language,Contributors
keep-starknet-strange/succinct-starknet,8,7,1,14,2024-05-04,Cairo,6
BibliothecaDAO/codename-bobby-realms,7,1,0,1,2024-04-03,Cairo,4
neotheprogramist/cairo-args-runner,7,1,1,14,2024-01-31,Rust,1
Vynix-Labs/OpenTask,7,39,78,50,2025-07-11,TypeScript,24
cartridge-gg/nums,7,2,1,50,2025-03-04,TypeScript,3
carbonable-labs/cairo-erc-4906,6,9,0,20,2024-11-20,Cairo,7
leeftk/twamm-ekubo,6,2,1,16,2025-05-14,Solidity,2
cartridge-gg/arcade,6,9,7,50,2025-07-08,TypeScript,8
OilerNetwork/pitchlake_starknet,6,4,12,50,2024-08-12,Cairo,11
Cyfrin/2024-09-starknet-competitive,6,6,0,0,2025-05-10,Cairo,1
Okay-Bet/okay-bet-contracts,6,0,0,1,2025-06-30,TypeScript,1
cartridge-gg/flippyflop,5,1,4,27,2024-11-26,TypeScript,5
EvolveArt/stark-circuit-breaker,5,0,0,4,2023-08-24,Cairo,3
pixelaw/examples,5,0,0,0,2025-04-10,Cairo,3
piwonskp/hello-cairo-plugin,5,2,0,2,2025-05-05,Rust,2
zkonduit/zkml-framework-benchmarks,5,0,0,13,2024-09-18,Jupyter Notebook,2
SwiftAid-Inc/echoes-of-time-frontend,5,9,6,21,2025-07-07,TypeScript,8
ArielElp/component-examples,5,0,1,1,2024-06-26,Cairo,1
bshmu/Portfolio-Optimizer-DAO,5,3,2,2,2023-09-04,Python,4
KibokoDao-Africa/starknet-project-starter,5,0,0,0,2024-01-26,JavaScript,1
truthixify/obscura,5,0,0,0,2025-07-11,TypeScript,1
HerodotusDev/atlantic-examples,5,0,0,0,2025-02-25,Cairo,2
Carbonable/metadata,5,2,6,50,2025-01-30,Cairo,2
BibliothecaDAO/realms-world-development,5,1,1,2,2024-05-30,Cairo,1
starkware-libs/starknet-perpetual,5,4,4,8,2025-07-08,Cairo,13
xarlabs/zkey,5,1,1,4,2025-04-22,Cairo,7
NethermindEth/cairo-plonk-verifier,4,1,3,49,2025-03-08,Cairo,2
m-kus/zkstark-signature-tutorial,4,1,0,0,2025-06-29,Cairo,1
caravana-studio/jokers-of-neon-mods,4,3,2,50,2025-04-04,Cairo,6
keep-starknet-strange/baskets,4,0,0,6,2025-05-29,TypeScript,4
Jonatan-Chaverri/dojo-example-app,4,1,0,0,2025-01-18,TypeScript,1
code-423n4/2024-08-chakra,4,5,0,1,2025-03-07,HTML,6
carbonable-labs/cairo-migrator,4,4,1,8,2024-07-25,Cairo,2
BemTG/Verifiable-Linear-Regression-,4,0,0,0,2024-02-09,Jupyter Notebook,1
CECILIA-MULANDI/Event-planner,4,0,0,0,2024-03-20,Cairo,1
0xDegenDeveloper/GoL2,4,1,0,1,2024-07-11,Cairo,1
BrilliantBlocks/StarkShell,4,0,1,2,2025-06-29,Cairo,2
SudiptaPaul-31/Snipu,4,38,0,50,2025-07-08,TypeScript,37
underware-gg/underdark,4,3,0,8,2024-06-24,Cairo,2
FelixGibson/starknet-accounts-cairo1,4,1,0,0,2023-05-11,Cairo,1
amanusk/starknet-foundry-template,3,2,0,28,2025-07-13,Cairo,1
ai-dala/zkml-solution,3,2,1,1,2024-08-02,Jupyter Notebook,1
FerneLabs/depths-of-dread-backend,3,0,0,8,2025-01-10,TypeScript,3
z-korp/zkastle,3,1,5,14,2024-09-02,TypeScript,2
dbejarano820/starknet_homepage,3,3,2,23,2024-11-27,TypeScript,2
PWNDAO/token_bundler_cairo,3,0,0,0,2024-11-07,Cairo,1
fatlabsxyz/sumo-login-cairo,3,0,9,18,2025-04-04,Cairo,3
BibliothecaDAO/lordship-stREALMS,3,0,0,28,2024-12-14,Solidity,3
PavitraAgarwal21/ZKTPS,3,2,0,0,2024-12-01,JavaScript,2
CECILIA-MULANDI/tic-tac-toe,3,0,0,0,2023-11-18,Cairo,1
GideonBature/metaschoolStarknet,3,0,0,0,2024-09-29,Cairo,1
codekaya/Pragma-Hackathon-DOJO-ARENA,3,1,0,0,2024-08-08,JavaScript,2
Cycle-Stark/token-kit-project,3,1,0,1,2024-11-29,TypeScript,2
KaizeNodeLabs/Tatami,3,42,6,50,2025-07-11,TypeScript,33
Custos-Diretriz/custos-starknet,3,8,0,20,2025-02-26,Cairo,8
StarknetCongo/erc_20,3,0,0,0,2024-04-07,Cairo,1
xavierdmello/PacRoyale,3,0,0,1,2024-12-17,TypeScript,2
StarkHive/starkhive-contract,3,20,5,46,2025-06-26,Cairo,14
tekkac/cairo-quines,3,0,0,12,2024-11-24,Cairo,1
sphinx-protocol/strategies,3,0,0,0,2023-12-26,Cairo,1
cienicera/nft-svg-onchain-poc,3,6,4,8,2024-08-09,Cairo,1
Provable-Games/arcade-components,3,0,13,22,2024-12-08,Cairo,2
inference-labs-inc/brain-bench-runner,3,0,0,0,2024-05-26,Jupyter Notebook,1
Fundable-Protocol/fundable,3,37,6,50,2025-07-03,Cairo,29
kontrol-apa/blob-rng-service,3,0,0,0,2023-11-30,JavaScript,1
ExtropyIO/CairoGameDev,3,0,1,3,2023-11-22,Rust,1
ASaidOguz/Starknet-Cairo,2,0,0,0,2025-05-31,Shell,1
Shonen-Labs/BotBattles,2,7,7,26,2025-05-26,TypeScript,8
PedroCo3lho/StarkDevs,2,1,1,2,2025-03-22,TypeScript,3
caravana-studio/jokers-of-neon-lib,2,0,1,42,2025-04-04,Cairo,2
NevroHelios/skillsync-contracts-h4b,2,0,0,0,2025-07-09,Cairo,1
dolvin17/starklings_sol,2,0,0,0,2024-05-03,Cairo,1
rodriguezmatid/Safe-Looping,2,0,0,1,2024-06-15,Python,1
ExtropyIO/Pragma-Oracle-Hackathon,2,2,7,15,2023-10-13,Cairo,4
blockful/swaplace-cairo,2,4,0,12,2024-01-16,Cairo,3
Nodeguardians/ng-cairo-quests-public,2,4,3,4,2024-12-04,Cairo,2
StarkSprouts/StarkSprouts,2,1,0,40,2024-06-19,Cairo,4
Digine-Labs/rosettacontracts,2,3,6,50,2025-06-15,Cairo,1
PiggyletStarknet/StarknetHHContracts,2,0,0,1,2024-04-01,Cairo,3
ricardomazuera/starklings-answers,2,0,0,0,2024-09-03,Cairo,1
quentin-abei/cairo-book-learn,2,0,0,0,2023-04-27,Cairo,1
vesuxyz/vesu-periphery,2,0,2,5,2025-03-04,Cairo,2
James-wasonga/Starknet_Days_challanges,2,0,0,0,2024-05-05,Cairo,1
sivicstudios/synapz,2,19,1,50,2025-05-04,Cairo,20
Kagwep/oware-game,2,0,0,0,2024-03-09,TypeScript,2
starknet-edu/kill-switch,2,5,0,1,2024-09-12,Cairo,1
BlockheaderWeb3-Community/basic-starknet-staking-dapp,2,13,11,47,2024-03-04,Cairo,6
MindFlowInteractive/LogiQuest,2,59,4,50,2025-05-24,TypeScript,48
ayush-ranjan-official/Stark-Crypto-UPI,2,0,0,0,2025-06-26,TypeScript,1
casweeney/staking-multiple-reward-tokens,2,0,0,6,2024-10-20,Cairo,1
haiko-xyz/library,2,0,0,0,2024-05-05,Cairo,1
justinwangx/dojo-slot-machine,1,0,0,0,2024-11-07,TypeScript,2
tony1908/starkfitness,1,0,0,1,2024-06-19,TypeScript,1
Nadai2010/BrolySwap,1,0,0,0,2025-02-20,Cairo,2
lfglabs-dev/verifier_pop,1,0,0,4,2023-10-10,Python,3
m-kus/sn-zkemail-faucet,1,0,0,2,2025-05-24,Cairo,1
StelTade/swaptrade_contract,1,6,6,20,2025-07-04,Cairo,6
MyFanss/MyFans,1,8,0,22,2025-06-11,Cairo,8
Bitcoin-Wildlife-Sanctuary/pontis,1,2,1,38,2025-04-11,TypeScript,3
lfglabs-dev/resolver_delegation_cairo1,1,5,0,11,2025-01-16,Cairo,6
underware-gg/pistols-64,1,3,0,2,2024-09-03,Cairo,1
ZackAmes/caps-jam,1,0,0,4,2025-07-02,Cairo,1
neotheprogramist/zkps,1,0,0,0,2024-09-09,Rust,1
jorgezerpa/zkwager,1,0,0,0,2024-12-09,Cairo,1
abubakar508/Starknet-ERC-token-standard,1,0,0,0,2024-03-01,Cairo,1
ChiHaoLu/starticle,1,0,0,0,2025-05-22,Solidity,1
Neal-C/exploring_cairo,1,0,0,0,2025-07-07,Cairo,1
StarkPool/StarkPool-front-end,1,0,0,0,2024-06-14,Solidity,1
0xfulanito/gizathonBACensus,1,0,0,0,2024-05-26,Python,2
AmirAgassi/StarkTuah,1,0,0,0,2024-11-30,RenderScript,3
starkience/Cairo-storage2,1,0,0,0,2024-01-05,Cairo,1
rajeebkm/attest-me,1,0,0,1,2024-12-04,TypeScript,2
tekkac/cairo-unixtime,1,0,0,0,2023-09-14,Cairo,1
milancermak/ltoken,1,1,0,0,2024-12-13,Cairo,1
ltfschoen/zk,1,0,0,0,2023-09-12,Cairo,1
anubhav11156/Pharaonik,1,0,0,0,2024-08-11,Cairo,1
redDwarf03/stardpix,1,0,0,0,2025-05-26,Dart,1
sw00z/Starknet-Basecamp11,1,0,0,0,2025-02-26,Cairo,1
NethermindEth/warp-plugin,1,0,7,8,2024-10-14,Cairo,3
Ian0336/StarkRandomizer,1,0,0,0,2024-06-23,TypeScript,1
BibliothecaDAO/adventurers,1,1,1,1,2023-11-20,Cairo,1
akashbiswas0/StarkBot,1,1,0,0,2024-08-15,TypeScript,2
atomiqlabs/atomiq-contracts-starknet,1,0,1,14,2025-07-09,Cairo,1
emarc99/BLOCKFUSE-LABS-STARKNET-CAIRO-BOOTCAMP,1,0,0,0,2024-12-24,TypeScript,1
kontrol-apa/flipblob-contracts,1,0,0,12,2023-10-18,Cairo,3
ftupas/cairo-katas,1,0,0,11,2023-06-26,Cairo,1
RuneLabsxyz/attestations,1,0,0,0,2025-06-29,Cairo,1
maksimryndin/vesu_flash_loan,1,0,0,0,2024-08-26,Cairo,1
tonystarknet/tony-token,1,0,0,0,2024-11-29,Cairo,1
gizatechxyz/tdx-cairo-verifier,1,0,0,0,2024-11-27,Cairo,1
sublime247/starknet_basecamp11,1,0,0,0,2024-12-04,,1
storswiftlabs/Medical-ZKML-Orion,1,0,0,1,2024-05-09,Cairo,1
haiko-xyz/solver,1,0,0,10,2025-04-21,Cairo,1
trovesfi/strkfarm-contracts,1,0,2,18,2025-07-05,Cairo,2
Joshesumare/sn_worshop,1,0,0,0,2024-12-05,Cairo,1
himenouwu/Starklings-Cairo1-sol,1,0,0,0,2025-03-06,Cairo,16
chrisalexadams/basecamp7-starklings,1,1,1,1,2023-11-29,Cairo,15
maksimryndin/ekubo_flash_loan,1,0,0,0,2024-08-15,Cairo,1
mul1sh/uni-v2-cairo,1,10,9,10,2025-01-12,Cairo,1
zkLinkProtocol/zklink-starknet-contract-test,1,0,0,0,2023-11-13,TypeScript,1
satyambnsal/cairo-primitives,1,0,0,0,2024-07-09,Cairo,1
cartridge-gg/controller-rs,1,2,1,13,2025-07-09,Rust,15
shramee/linear-erc20,1,0,0,0,2023-06-13,Cairo,1
Signor1/starklings-exercise,1,1,0,15,2025-01-14,Cairo,3
reclaimprotocol/reclaim-starknet-sdk,1,0,0,0,2024-09-27,Cairo,2
kyle-park-io/kyle-zk,1,0,0,0,2025-07-11,Cairo,1
horuslabsio/becoming-a-caironaut,1,0,0,0,2024-11-03,Cairo,1
Prometheus-A/starkbnb,1,2,0,4,2025-05-24,TypeScript,4
Kishore-MK/starknet-workshop,1,0,0,0,2024-11-10,TypeScript,1
3th-Enjay/test_tuesday,1,0,0,0,2025-03-20,Cairo,1
MullerEsposito/starknet-brasil-basecamp2-tokenerc20,1,0,0,0,2024-12-18,Cairo,1
DeograciousAggrey/crimedetective,1,0,0,0,2023-08-29,Cairo,1
juliusjulyp/Revolutionasing-learning-system-with-starknet,1,0,0,0,2023-09-09,Cairo,2
MenkeTechnologies/Exercism,1,0,1,50,2025-07-11,C++,2
Vid201/zkml_onchain,1,1,0,0,2025-03-22,Cairo,1
Ted1166/stark_subscription,1,1,1,1,2023-12-09,JavaScript,3
tekkac/l2_minter,1,0,0,0,2023-09-14,Cairo,1
oostvoort/abc,1,0,0,0,2023-10-22,Solidity,3
kenkomu/Basic_starknetcontract,1,0,0,0,2023-10-31,Cairo,1
0xMeir/eth-paris-2023,1,0,0,0,2023-12-20,Cairo,1
CarmineOptions/protocol-cairo1,1,0,5,24,2025-05-02,Cairo,4
GideonBature/testcc,1,0,0,0,2025-03-14,Cairo,1
ametel01/dojoswap,1,0,0,0,2024-04-08,Cairo,1
coxmars/cairo-workshop,1,1,0,0,2025-06-24,Cairo,1
augustin-v/uniswap-v3-starknet,1,10,12,29,2025-06-01,Cairo,7
cartridge-gg/marketplace,1,1,6,32,2025-06-28,TypeScript,3
trbutler4/starkfish,1,0,0,0,2023-08-30,Cairo,1
DeVoteStark/Devote,1,16,11,50,2025-07-09,TypeScript,11
Cheelax/starklingsolution,1,0,0,0,2023-07-23,Cairo,14
tokasa-starknet/dApp,1,5,4,22,2025-07-12,TypeScript,6
nkdes/Token,0,0,0,0,2024-12-04,TypeScript,1
OkoliEvans/token_base,0,0,0,0,2024-07-21,Cairo,1
dimka90/Cairo-Book-Learning,0,0,0,0,2024-12-01,Cairo,1
Zodxr/proof-contract,0,1,0,1,2025-05-20,Cairo,1
enitrat/eternal-storage-poc,0,0,0,0,2023-06-08,Cairo,1
JoE11-y/Marketplace,0,1,0,0,2025-03-01,Cairo,1
0xpantera/arithmetic_flows,0,0,0,0,2025-04-10,Cairo,1
847850277/starknet-jvm-learn-in-java,0,0,0,0,2024-05-07,Makefile,1
tokenway/tauvlo-trustlines,0,0,0,4,2024-08-04,Cairo,3
vicsnet/basic_contract_cairo,0,0,0,0,2023-10-29,Cairo,1
lindy-labs/opus_contracts,0,1,1,50,2025-06-24,Cairo,6
Ultra-Tech-code/Toks,0,0,0,0,2025-01-22,Cairo,1
BlessingEmah/starknet-contracts,0,0,0,1,2023-07-16,Cairo,1
CatScan-crypt/Starknet-Contract-Manager,0,1,0,45,2025-06-02,TypeScript,4
fiveoceans-dev/pokerboots,0,0,0,0,2025-05-23,TypeScript,1
alebeta06/counter-workshop,0,0,0,0,2025-03-01,TypeScript,4
Enrypase/Agoraise,0,1,0,5,2024-09-08,Solidity,2
reddio-com/itachi-testing,0,0,0,1,2024-05-07,Python,1
joshington/gallerie,0,3,0,0,2025-07-09,Cairo,1
0xpantera/system_call_attacks,0,0,0,0,2025-04-15,Cairo,1
Generative-Labs/chakra-awakener-contract,0,0,0,0,2024-05-07,Cairo,1
WhoIsNac/cairo_erc721,0,0,0,0,2023-07-27,Cairo,1
krishnan74/dojomon,0,1,0,7,2025-01-21,TypeScript,2
akshatpunjabi/ReLeaf,0,0,0,0,2024-01-28,CSS,1
0xpantera/jedi_swapper,0,0,0,0,2025-03-31,Cairo,1
prix0007/kageki_contracts,0,0,0,0,2024-06-25,Cairo,1
Teoeme/reclaim,0,0,0,2,2025-05-26,Dart,3
prix0007/cairo-workshop-basecamp,0,0,0,0,2024-05-17,TypeScript,3
degenspot/onchainsage_dojo,0,6,3,13,2025-05-14,Cairo,4
Minusbill/dojo-starter-bill,0,0,0,0,2023-10-26,Cairo,1
bhavirdy/vehicle-sharing-dapp,0,0,0,0,2025-04-26,Cairo,1
HiteshMittal07/CryptoCash_Starknet,0,0,0,0,2024-10-04,Cairo,1
1chig0/RemedyCTF2025_Learn,0,0,0,0,2025-02-14,Solidity,1
shramee/dojo-gems,0,1,0,0,2023-09-03,Cairo,1
swan-of-bodom/cygnus-starknet-dev,0,0,0,0,2023-10-16,Cairo,1
soliditor413/erc20_cairo,0,0,0,0,2024-08-14,TypeScript,1
Grid-Guru/grid_guru,0,1,3,11,2025-03-01,Rust,3
joeephwild/Lang-Bound,0,1,0,2,2024-07-25,JavaScript,3
misalapp/contracts-legacy,0,0,0,0,2024-09-13,Cairo,1
shramee/cairo-runner-api,0,0,0,0,2025-07-02,Cairo,1
enitrat/sierra-runner,0,0,0,0,2023-03-02,Cairo,1
leojay-net/cairo_token-sale,0,0,0,0,2025-06-17,Cairo,1
juliusjulyp/chessblocks,0,0,0,0,2023-11-13,Cairo,1
GitTM527/Cairoerc20-oz-component,0,0,0,0,2025-06-21,Cairo,1
nexlabsweb3/riya-contracts,0,0,0,0,2025-05-19,Cairo,1
ponderingdemocritus/shroomies,0,0,0,0,2024-11-12,TypeScript,1
zmalatrax/cairo-casm-json,0,0,0,0,2024-04-11,Cairo,1
kylifish0100/xyzDEX,0,0,0,0,2024-10-11,Cairo,1
vwo50u/cairo-cook,0,0,0,0,2023-05-01,Cairo,1
elminnyc99/starknet_code4rena,0,0,0,0,2025-03-20,Cairo,5
NandyBa/starknet-cairo-101,0,0,0,0,2023-11-30,Cairo,35
hyli-org/cairo-erc20-runner,0,0,0,10,2024-07-17,Cairo,3
SkybaseTeam/dragark-contract,0,0,0,0,2024-09-10,Cairo,1
ONEONUORA/ERC_20,0,0,0,0,2025-06-04,Cairo,1
mumbikariuki/Sample-Stark,0,0,0,0,2023-10-31,Cairo,1
RegisGraptin/zk-flight-insurance,0,0,0,0,2025-05-08,Cairo,1
reclaimprotocol/starknet-sdk-onchain-integration,0,0,0,0,2025-04-20,Cairo,1
AkankshaAttavar/Strategic_Nexus,0,0,0,0,2024-12-03,Cairo,1
gidson5/pojo,0,0,0,0,2025-06-26,Cairo,1
amphitheatre-app/amp-example-starknet,0,0,0,1,2024-06-09,Cairo,2
ankit875/cairo-smart-contracts,0,0,0,0,2024-06-19,Cairo,1
aoncoded14/cairo,0,0,0,1,2024-02-24,Cairo,1
COiTON-FN/contract,0,0,0,10,2025-06-25,Cairo,2
souhailaS/cache-eval-1750926751644-BibliothecaDAO-eternum,0,0,0,0,2025-06-26,JavaScript,28
TomChangt/noir-zk-x-not-equal-y2,0,0,0,0,2025-06-24,Cairo,1
vhkdiy/noir-proof-starknet,0,0,0,0,2025-06-24,Cairo,1
segment7/simple-ZKP-app,0,0,0,0,2025-06-22,Cairo,4
ZackAmes/capsools,0,0,0,2,2024-04-25,TypeScript,1
shiyirmb/starknet,0,0,0,0,2025-06-29,Cairo,4
AlexanderKubarakos/CodenameGoFundUs,0,1,0,0,2024-12-01,TypeScript,3
RuneLabsxyz/guilds,0,0,1,17,2025-07-12,Cairo,1
bengineer42/dojo-utils,0,0,0,0,2025-07-11,Cairo,1
wheval/gida-counter,0,0,0,0,2025-04-05,Cairo,1
Sniezka1927/starknet-sc,0,0,0,0,2024-09-17,Cairo,1
Solity-Network/alterscope-starknet-bridge,0,0,0,0,2024-11-05,Solidity,1
daviddprtma/quest_one,0,0,0,0,2024-03-18,Cairo,1
dpinones/panda-panda,0,0,0,0,2025-06-23,TypeScript,1
Nanle100/Founder_sprint,0,0,0,0,2025-06-26,Cairo,1
eugypalu/ng-questplay,0,0,0,0,2024-05-01,JavaScript,1
Mark-andrew7/HelloStarknet,0,0,0,0,2025-03-04,Cairo,1
ma06rii/game,0,0,0,0,2024-08-06,Cairo,1
Stone-Sphere-Tech/ninja-academy,0,0,0,3,2024-06-23,TypeScript,14
thomasdev5832/basecamp-starknet-counter,0,0,0,0,2024-08-31,Cairo,1
PavitraAgarwal21/Bandersnatch,0,0,0,0,2024-10-22,Cairo,1
demis1997/CairoQuest,0,0,0,1,2024-10-12,Cairo,2
dalmasonto/starknet-learning,0,0,0,0,2023-09-05,TypeScript,1
Gizathon/ML,0,0,0,0,2024-06-17,Jupyter Notebook,1
anisharma07/cairo-meditoken,0,0,0,0,2025-06-15,Cairo,1
glihm/cairol,0,0,0,0,2023-05-17,Cairo,1
KhairallahA/w3a-badges,0,0,0,0,2024-10-13,Cairo,1
anisharma07/cairo-medinvoice,0,0,0,0,2025-06-16,Cairo,1
FriendlyLifeguard/starknet_erc20_example,0,0,0,0,2024-04-07,JavaScript,1
Abidoyesimze/Starknet-Africa-Bootcamp,0,0,1,1,2025-06-03,Cairo,1
Frankmontez/My_Project,0,0,0,0,2025-01-16,Cairo,1
MeadowPham2506/genshin-tcg,0,0,0,0,2024-12-02,Cairo,1
ikemHood/shieldly,0,0,0,0,2025-05-26,TypeScript,1
henryf10h/relaunch,0,0,0,0,2025-07-09,Cairo,1
truthixify/kibi-dango,0,0,0,0,2025-06-26,TypeScript,1
obah/advanced_cairo_concepts,0,0,0,0,2024-10-04,Cairo,1
0xshora/dojo-GameOfLife,0,0,0,0,2023-09-28,TypeScript,1
oostvoort/keiko,0,0,0,2,2023-12-11,Rust,2
smart-chain-fr/starknet-anchor-v2,0,0,0,5,2025-06-14,Cairo,1
0xpantera/merkle_multisig_attack,0,0,0,0,2025-04-22,Cairo,1
Kagwep/ashwood,0,0,0,0,2025-06-23,TypeScript,1
Uchechukwu-Ekezie/ERC20TOKEN_CAIRO,0,0,0,0,2025-06-02,Cairo,1
0xibs/gida-starknet-testing-session-3,0,6,1,2,2024-10-12,Cairo,1
DANIELKAKAI/starknet-smartcontracts,0,0,0,0,2024-10-01,Cairo,1
broody/sick-starter-pack,0,0,0,0,2025-04-18,Cairo,1
Brushfam/starknet,0,0,0,0,2024-04-29,Cairo,1
hmdNetizen/token-sale-cairo,0,0,0,0,2025-06-19,Cairo,1
NatX223/Liquidity-Manager,0,0,0,0,2024-06-10,Jupyter Notebook,2
0xMoJo7/strk-bro-degen,0,0,0,0,2024-11-19,Cairo,1
luksgrin/starknet-basecamp,0,0,0,0,2025-05-03,TypeScript,1
frontboat/eternum-npm,0,0,0,0,2025-05-15,JavaScript,12
